Category,ComponentOne,ComponentTwo,ComponentOneLicense,ComponentTwoLicense,LicenseTerm,TermValueOne,TermValueTwo,TermDescriptionOne,TermDescriptionTwo
LEGAL,Apache Ant 1.7.1,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,Apache Ant 1.7.1,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,Apache Extras Companion for log4j 1.2. 1.2.17,avro4s-json 1.8.3,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,Apache Extras Companion for log4j 1.2. 1.2.17,Axis (Java) 1.4,Apache License 2.0,[base] GPL 2.0 (base license),Hold Liable,FORBIDDEN,REQUIRED,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Apache Extras Companion for log4j 1.2. 1.2.17,GroupBy - API - Java - Flux 2.5.33,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,Apache Extras Companion for log4j 1.2. 1.2.17,GroupBy - API - Java - Flux 2.5.34,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,Apache Extras Companion for log4j 1.2. 1.2.17,LightJason AgentSpeak(L++) 0.0.1,Apache License 2.0,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,Apache jclouds :: Azure :: Compute API 2.1.0,avro4s-json 1.8.3,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,Apache jclouds :: Azure :: Compute API 2.1.0,Axis (Java) 1.4,Apache License 2.0,[base] GPL 2.0 (base license),Hold Liable,FORBIDDEN,REQUIRED,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Apache jclouds :: Azure :: Compute API 2.1.0,GroupBy - API - Java - Flux 2.5.33,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,Apache jclouds :: Azure :: Compute API 2.1.0,GroupBy - API - Java - Flux 2.5.34,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,Apache jclouds :: Azure :: Compute API 2.1.0,LightJason AgentSpeak(L++) 0.0.1,Apache License 2.0,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,Apache Tomcat 7.0.52,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,Apache Tomcat 7.0.52,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,api-capture-info 1.4.0,avro4s-json 1.8.3,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,api-capture-info 1.4.0,Axis (Java) 1.4,Apache License 2.0,[base] GPL 2.0 (base license),Hold Liable,FORBIDDEN,REQUIRED,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,api-capture-info 1.4.0,GroupBy - API - Java - Flux 2.5.33,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,api-capture-info 1.4.0,GroupBy - API - Java - Flux 2.5.34,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,api-capture-info 1.4.0,LightJason AgentSpeak(L++) 0.0.1,Apache License 2.0,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,api-capture-info-schemas 1.4.0,avro4s-json 1.8.3,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,api-capture-info-schemas 1.4.0,Axis (Java) 1.4,Apache License 2.0,[base] GPL 2.0 (base license),Hold Liable,FORBIDDEN,REQUIRED,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,api-capture-info-schemas 1.4.0,GroupBy - API - Java - Flux 2.5.33,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,api-capture-info-schemas 1.4.0,GroupBy - API - Java - Flux 2.5.34,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,api-capture-info-schemas 1.4.0,LightJason AgentSpeak(L++) 0.0.1,Apache License 2.0,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,api-capture-playout 1.0.0,avro4s-json 1.8.3,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,api-capture-playout 1.0.0,Axis (Java) 1.4,Apache License 2.0,[base] GPL 2.0 (base license),Hold Liable,FORBIDDEN,REQUIRED,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,api-capture-playout 1.0.0,GroupBy - API - Java - Flux 2.5.33,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,api-capture-playout 1.0.0,GroupBy - API - Java - Flux 2.5.34,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,api-capture-playout 1.0.0,LightJason AgentSpeak(L++) 0.0.1,Apache License 2.0,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,api-manager-test 3.0.0-m18,avro4s-json 1.8.3,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,api-manager-test 3.0.0-m18,Axis (Java) 1.4,Apache License 2.0,[base] GPL 2.0 (base license),Hold Liable,FORBIDDEN,REQUIRED,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,api-manager-test 3.0.0-m18,GroupBy - API - Java - Flux 2.5.33,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,api-manager-test 3.0.0-m18,GroupBy - API - Java - Flux 2.5.34,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,api-manager-test 3.0.0-m18,LightJason AgentSpeak(L++) 0.0.1,Apache License 2.0,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:extras 0.54,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:extras 0.54,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:extras 0.55,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:extras 0.55,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:extras 0.56,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:extras 0.56,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:extras 0.57,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:extras 0.57,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.54,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.54,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.55,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.55,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.56,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.56,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.57,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,arez:processor 0.57,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,Apache License 2.0,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,avro4s-json 1.8.3,axion-release-plugin 1.9.0,MIT License,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,avro4s-json 1.8.3,Axis (Java) 1.4,MIT License,[base] GPL 2.0 (base license),Hold Liable,FORBIDDEN,REQUIRED,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,avro4s-json 1.8.3,Axon Framework Spring Support 3.1.3,MIT License,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,avro4s-json 1.8.3,Axon Metrics 3.1.3,MIT License,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,avro4s-json 1.8.3,axonhub-grpc-proto 1.0-beta3,MIT License,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,avro4s-json 1.8.3,com.springsource.org.apache.axis 1.4.0,MIT License,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,avro4s-json 1.8.3,jolokia-core 1.5.0,MIT License,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,avro4s-json 1.8.3,jolokia-jvm 1.5.0,MIT License,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,avro4s-json 1.8.3,json-simple 1.1.1,MIT License,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,avro4s-json 1.8.3,LightJason AgentSpeak(L++) 0.0.1,MIT License,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,axion-release-plugin 1.9.0,Axis (Java) 1.4,Apache License 2.0,[base] GPL 2.0 (base license),Hold Liable,FORBIDDEN,REQUIRED,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,axion-release-plugin 1.9.0,GroupBy - API - Java - Flux 2.5.33,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,axion-release-plugin 1.9.0,GroupBy - API - Java - Flux 2.5.34,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,axion-release-plugin 1.9.0,LightJason AgentSpeak(L++) 0.0.1,Apache License 2.0,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,Axis (Java) 1.4,Axon Framework Spring Support 3.1.3,[base] GPL 2.0 (base license),Apache License 2.0,Hold Liable,REQUIRED,FORBIDDEN,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Axis (Java) 1.4,Axon Metrics 3.1.3,[base] GPL 2.0 (base license),Apache License 2.0,Hold Liable,REQUIRED,FORBIDDEN,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Axis (Java) 1.4,axonhub-grpc-proto 1.0-beta3,[base] GPL 2.0 (base license),Apache License 2.0,Hold Liable,REQUIRED,FORBIDDEN,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Axis (Java) 1.4,com.springsource.org.apache.axis 1.4.0,[base] GPL 2.0 (base license),Apache License 2.0,Hold Liable,REQUIRED,FORBIDDEN,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Axis (Java) 1.4,GroupBy - API - Java - Flux 2.5.33,[base] GPL 2.0 (base license),MIT License,Hold Liable,REQUIRED,FORBIDDEN,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Axis (Java) 1.4,GroupBy - API - Java - Flux 2.5.34,[base] GPL 2.0 (base license),MIT License,Hold Liable,REQUIRED,FORBIDDEN,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Axis (Java) 1.4,jolokia-core 1.5.0,[base] GPL 2.0 (base license),Apache License 2.0,Hold Liable,REQUIRED,FORBIDDEN,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Axis (Java) 1.4,jolokia-jvm 1.5.0,[base] GPL 2.0 (base license),Apache License 2.0,Hold Liable,REQUIRED,FORBIDDEN,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Axis (Java) 1.4,json-simple 1.1.1,[base] GPL 2.0 (base license),Apache License 2.0,Hold Liable,REQUIRED,FORBIDDEN,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Axis (Java) 1.4,LightJason AgentSpeak(L++) 0.0.1,[base] GPL 2.0 (base license),GNU Lesser General Public License v3.0 or later,Hold Liable,REQUIRED,FORBIDDEN,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Axon Framework Spring Support 3.1.3,GroupBy - API - Java - Flux 2.5.33,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,Axon Framework Spring Support 3.1.3,GroupBy - API - Java - Flux 2.5.34,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,Axon Framework Spring Support 3.1.3,LightJason AgentSpeak(L++) 0.0.1,Apache License 2.0,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,Axon Metrics 3.1.3,GroupBy - API - Java - Flux 2.5.33,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,Axon Metrics 3.1.3,GroupBy - API - Java - Flux 2.5.34,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,Axon Metrics 3.1.3,LightJason AgentSpeak(L++) 0.0.1,Apache License 2.0,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,axonhub-grpc-proto 1.0-beta3,GroupBy - API - Java - Flux 2.5.33,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,axonhub-grpc-proto 1.0-beta3,GroupBy - API - Java - Flux 2.5.34,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,axonhub-grpc-proto 1.0-beta3,LightJason AgentSpeak(L++) 0.0.1,Apache License 2.0,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,com.springsource.org.apache.axis 1.4.0,GroupBy - API - Java - Flux 2.5.33,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,com.springsource.org.apache.axis 1.4.0,GroupBy - API - Java - Flux 2.5.34,Apache License 2.0,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,com.springsource.org.apache.axis 1.4.0,LightJason AgentSpeak(L++) 0.0.1,Apache License 2.0,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,GroupBy - API - Java - Flux 2.5.33,jolokia-core 1.5.0,MIT License,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,GroupBy - API - Java - Flux 2.5.33,jolokia-jvm 1.5.0,MIT License,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,GroupBy - API - Java - Flux 2.5.33,json-simple 1.1.1,MIT License,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,GroupBy - API - Java - Flux 2.5.33,LightJason AgentSpeak(L++) 0.0.1,MIT License,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,GroupBy - API - Java - Flux 2.5.34,jolokia-core 1.5.0,MIT License,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,GroupBy - API - Java - Flux 2.5.34,jolokia-jvm 1.5.0,MIT License,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,GroupBy - API - Java - Flux 2.5.34,json-simple 1.1.1,MIT License,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,GroupBy - API - Java - Flux 2.5.34,LightJason AgentSpeak(L++) 0.0.1,MIT License,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,jolokia-core 1.5.0,LightJason AgentSpeak(L++) 0.0.1,Apache License 2.0,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,jolokia-jvm 1.5.0,LightJason AgentSpeak(L++) 0.0.1,Apache License 2.0,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,json-simple 1.1.1,LightJason AgentSpeak(L++) 0.0.1,Apache License 2.0,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,Nepxion Aquarius Cache For Redis 1.0.11,Nepxion Aquarius Common For Zookeeper 1.0.11,Apache License 2.0,[base] GPL 2.0 (base license),Hold Liable,FORBIDDEN,REQUIRED,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Nepxion Aquarius Cache For Redis 1.0.11,Nepxion Aquarius Limit For Redis 1.0.11,Apache License 2.0,[template] Basic LGPL-Style License,Hold Liable,FORBIDDEN,REQUIRED,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Nepxion Aquarius Common For Zookeeper 1.0.11,Nepxion Aquarius Id Generator For Redis 1.0.11,[base] GPL 2.0 (base license),Apache License 2.0,Hold Liable,REQUIRED,FORBIDDEN,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Nepxion Aquarius Common For Zookeeper 1.0.11,Nepxion Aquarius Limit For Aop 1.0.11,[base] GPL 2.0 (base license),Apache License 2.0,Hold Liable,REQUIRED,FORBIDDEN,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Nepxion Aquarius Common For Zookeeper 1.0.11,Nepxion Aquarius Limit For Local 1.0.11,[base] GPL 2.0 (base license),Apache License 2.0,Hold Liable,REQUIRED,FORBIDDEN,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software
LEGAL,Nepxion Aquarius Common For Zookeeper 1.0.11,Nepxion Aquarius Lock For Local 1.0.11,[base] GPL 2.0 (base license),Apache License 2.0,Hold Liable,REQUIRED,FORBIDDEN,License requires you to issue a disclaimer of warranty on your code which prevents you or anyone using your code from holding the original owner and/or contributors liable for any damages due to the use of this software,A disclaimer of warranty prevents you from holding the original owner and/or contributors liable for any damages due to the use of this software
